USE_LICENSE_URL,GUID,SCIENTIFIC_NAME,COUNTRY,STATE_PROV,SPEC_LOCALITY,VERBATIM_DATE,DEC_LAT,DEC_LONG,COORDINATEUNCERTAINTYINMETERS
"http://mvz.berkeley.edu/mvzdata_terms; https://creativecommons.org/licenses/by/3.0","MVZ:Herp:36275","Hydromantes platycephalus","United States","California","0.75 mi from summit, N side Canyon, Sonora Pass","22 Jun 1941","38.336878","-119.645073","290"
"http://mvz.berkeley.edu/mvzdata_terms; https://creativecommons.org/licenses/by/3.0","MVZ:Herp:36276","Hydromantes platycephalus","United States","California","0.75 mi from summit, N side Canyon, Sonora Pass","22 Jun 1941","38.336878","-119.645073","290"
"http://mvz.berkeley.edu/mvzdata_terms; https://creativecommons.org/licenses/by/3.0","MVZ:Herp:36277","Hydromantes platycephalus","United States","California","0.75 mi from summit, N side Canyon, Sonora Pass","22 Jun 1941","38.336878","-119.645073","290"
"http://mvz.berkeley.edu/mvzdata_terms; https://creativecommons.org/licenses/by/3.0","MVZ:Herp:42837","Hydromantes platycephalus","United States","California","1 mi NE Mt. Lyell, Yosemite National Park","30 Jul 1946","37.7416178","-119.2617775","30"
"http://mvz.berkeley.edu/mvzdata_terms; https://creativecommons.org/licenses/by/3.0","MVZ:Herp:42838","Hydromantes platycephalus","United States","California","1 mi NE Mt. Lyell, Yosemite National Park","30 Jul 1946","37.7416178","-119.2617775","30"
"http://mvz.berkeley.edu/mvzdata_terms; https://creativecommons.org/licenses/by/3.0","MVZ:Herp:42839","Hydromantes platycephalus","United States","California","1 mi NE Mt. Lyell, Yosemite National Park","30 Jul 1946","37.7416178","-119.2617775","30"
"http://mvz.berkeley.edu/mvzdata_terms; https://creativecommons.org/licenses/by/3.0","MVZ:Herp:42840","Hydromantes platycephalus","United States","California","1 mi NE Mt. Lyell, Yosemite National Park","30 Jul 1946","37.7416178","-119.2617775","30"
"http://mvz.berkeley.edu/mvzdata_terms; https://creativecommons.org/licenses/by/3.0","MVZ:Herp:42841","Hydromantes platycephalus","United States","California","1 mi NE Mt. Lyell, Yosemite National Park","30 Jul 1946","37.7416178","-119.2617775","30"
"http://mvz.berkeley.edu/mvzdata_terms; https://creativecommons.org/licenses/by/3.0","MVZ:Herp:46008","Hydromantes platycephalus","United States","California","3 mi S Sonora Pass","4 Aug 1948","38.317882","-119.66622","30"
"http://mvz.berkeley.edu/mvzdata_terms; https://creativecommons.org/licenses/by/3.0","MVZ:Herp:46009","Hydromantes platycephalus","United States","California","3 mi S Sonora Pass","4 Aug 1948","38.317882","-119.66622","30"
"http://mvz.berkeley.edu/mvzdata_terms; https://creativecommons.org/licenses/by/3.0","MVZ:Herp:46010","Hydromantes platycephalus","United States","California","3 mi S Sonora Pass","4 Aug 1948","38.317882","-119.66622","30"
"http://mvz.berkeley.edu/mvzdata_terms; https://creativecommons.org/licenses/by/3.0","MVZ:Herp:46011","Hydromantes platycephalus","United States","California","3 mi S Sonora Pass","4 Aug 1948","38.317882","-119.66622","30"
"http://mvz.berkeley.edu/mvzdata_terms; https://creativecommons.org/licenses/by/3.0","MVZ:Herp:46012","Hydromantes platycephalus","United States","California","3 mi S Sonora Pass","4 Aug 1948","38.317882","-119.66622","30"
"http://mvz.berkeley.edu/mvzdata_terms; https://creativecommons.org/licenses/by/3.0","MVZ:Herp:46013","Hydromantes platycephalus","United States","California","3 mi S Sonora Pass","4 Aug 1948","38.317882","-119.66622","30"
"http://mvz.berkeley.edu/mvzdata_terms; https://creativecommons.org/licenses/by/3.0","MVZ:Herp:46786","Hydromantes platycephalus","United States","California","head of Lyell Canyon, near Donohue Pass Trail, Yosemite National Park","6 Jul 1948","37.7643612","-119.2509177","655"
"http://mvz.berkeley.edu/mvzdata_terms; https://creativecommons.org/licenses/by/3.0","MVZ:Herp:46787","Hydromantes platycephalus","United States","California","head of Lyell Canyon, near Donohue Pass Trail, Yosemite National Park","6 Jul 1948","37.7643612","-119.2509177","655"
"http://mvz.berkeley.edu/mvzdata_terms; https://creativecommons.org/licenses/by/3.0","MVZ:Herp:46788","Hydromantes platycephalus","United States","California","head of Lyell Canyon, near Donohue Pass Trail, Yosemite National Park","6 Jul 1948","37.7643612","-119.2509177","655"
"http://mvz.berkeley.edu/mvzdata_terms; https://creativecommons.org/licenses/by/3.0","MVZ:Herp:46789","Hydromantes platycephalus","United States","California","head of Lyell Canyon, near Donohue Pass Trail, Yosemite National Park","6 Jul 1948","37.7643612","-119.2509177","655"
"http://mvz.berkeley.edu/mvzdata_terms; https://creativecommons.org/licenses/by/3.0","MVZ:Herp:46790","Hydromantes platycephalus","United States","California","head of Lyell Canyon, near Donohue Pass Trail, Yosemite National Park","6 Jul 1948","37.7643612","-119.2509177","655"
"http://mvz.berkeley.edu/mvzdata_terms; https://creativecommons.org/licenses/by/3.0","MVZ:Herp:46791","Hydromantes platycephalus","United States","California","head of Lyell Canyon, near Donohue Pass Trail, Yosemite National Park","6 Jul 1948","37.7643612","-119.2509177","655"
"http://mvz.berkeley.edu/mvzdata_terms; https://creativecommons.org/licenses/by/3.0","MVZ:Herp:46792","Hydromantes platycephalus","United States","California","head of Lyell Canyon, near Donohue Pass Trail, Yosemite National Park","6 Jul 1948","37.7643612","-119.2509177","655"
"http://mvz.berkeley.edu/mvzdata_terms; https://creativecommons.org/licenses/by/3.0","MVZ:Herp:46794","Hydromantes platycephalus","United States","California","head of Lyell Canyon, near Donohue Pass Trail, Yosemite National Park","6 Jul 1948","37.7643612","-119.2509177","655"
"http://mvz.berkeley.edu/mvzdata_terms; https://creativecommons.org/licenses/by/3.0","MVZ:Herp:52112","Hydromantes platycephalus","United States","California","Vernal Falls, Yosemite National Park","5 Nov 1950","37.727408","-119.542655","274"
"http://mvz.berkeley.edu/mvzdata_terms; https://creativecommons.org/licenses/by/3.0","MVZ:Herp:52113","Hydromantes platycephalus","United States","California","Vernal Falls, Yosemite National Park","5 Nov 1950","37.727408","-119.542655","274"
"http://mvz.berkeley.edu/mvzdata_terms; https://creativecommons.org/licenses/by/3.0","MVZ:Herp:52114","Hydromantes platycephalus","United States","California","Vernal Falls, Yosemite National Park","5 Nov 1950","37.727408","-119.542655","274"
"http://mvz.berkeley.edu/mvzdata_terms; https://creativecommons.org/licenses/by/3.0","MVZ:Herp:52115","Hydromantes platycephalus","United States","California","Vernal Falls, Yosemite National Park","5 Nov 1950","37.727408","-119.542655","274"
"http://mvz.berkeley.edu/mvzdata_terms; https://creativecommons.org/licenses/by/3.0","MVZ:Herp:52116","Hydromantes platycephalus","United States","California","Vernal Falls, Yosemite National Park","5 Nov 1950","37.727408","-119.542655","274"
"http://mvz.berkeley.edu/mvzdata_terms; https://creativecommons.org/licenses/by/3.0","MVZ:Herp:55436","Hydromantes platycephalus","United States","California","Sonora Pass","19 Jul 1951","38.328073","-119.636127","30"
"http://mvz.berkeley.edu/mvzdata_terms; https://creativecommons.org/licenses/by/3.0","MVZ:Herp:58285","Hydromantes platycephalus","United States","California","Palisades Lake, Kings Canyon National Park","20 Aug 1952","37.056255","-118.481229","30"
"http://mvz.berkeley.edu/mvzdata_terms; https://creativecommons.org/licenses/by/3.0","MVZ:Herp:58286","Hydromantes platycephalus","United States","California","Potluck Pass, 4.5 mi SSE Duzy Lake, Kings Canyon National Park","20 Aug 1952","37.079653","-118.506748","30"
"http://mvz.berkeley.edu/mvzdata_terms; https://creativecommons.org/licenses/by/3.0","MVZ:Herp:58287","Hydromantes platycephalus","United States","California","Potluck Pass, 4.5 mi SSE Duzy Lake, Kings Canyon National Park","20 Aug 1952","37.079653","-118.506748","30"
"http://mvz.berkeley.edu/mvzdata_terms; https://creativecommons.org/licenses/by/3.0","MVZ:Herp:58288","Hydromantes platycephalus","United States","California","Potluck Pass, 4.5 mi SSE Duzy Lake, Kings Canyon National Park","20 Aug 1952","37.079653","-118.506748","30"
"http://mvz.berkeley.edu/mvzdata_terms; https://creativecommons.org/licenses/by/3.0","MVZ:Herp:59475","Hydromantes platycephalus","United States","California","ca. 0.3 mi WSW (by trail) top of Vernal Falls, Yosemite National Park","29 May 1953","37.726544","-119.546115","30"
"http://mvz.berkeley.edu/mvzdata_terms; https://creativecommons.org/licenses/by/3.0","MVZ:Herp:61026","Hydromantes platycephalus","United States","California","Cathedral Rocks, Yosemite National Park","25 Apr 1954","37.720235","-119.646068","1128"
"http://mvz.berkeley.edu/mvzdata_terms; https://creativecommons.org/licenses/by/3.0","MVZ:Herp:61027","Hydromantes platycephalus","United States","California","0.2 mi SW Camp Curry, Yosemite National Park","9 May 1954","37.736725","-119.575116","244"
"http://mvz.berkeley.edu/mvzdata_terms; https://creativecommons.org/licenses/by/3.0","MVZ:Herp:61028","Hydromantes platycephalus","United States","California","150 yds SW base of Vernal Fall, Yosemite National Park","8 May 1954","37.726752","-119.544515","122"
"http://mvz.berkeley.edu/mvzdata_terms; https://creativecommons.org/licenses/by/3.0","MVZ:Herp:62492","Hydromantes platycephalus","United States","California","Chipmonk Flat, Sonora Pass","5 Aug 1951","38.336049","-119.651705","30"
"http://mvz.berkeley.edu/mvzdata_terms; https://creativecommons.org/licenses/by/3.0","MVZ:Herp:62493","Hydromantes platycephalus","United States","California","Chipmonk Flat, Sonora Pass","5 Aug 1951","38.321958","-119.661163","30"
"http://mvz.berkeley.edu/mvzdata_terms; https://creativecommons.org/licenses/by/3.0","MVZ:Herp:62494","Hydromantes platycephalus","United States","California","head of Lyell Canyon, Yosemite National Park","2 Sep 1951","37.764733","-119.250537","30"
"http://mvz.berkeley.edu/mvzdata_terms; https://creativecommons.org/licenses/by/3.0","MVZ:Herp:62495","Hydromantes platycephalus","United States","California","0.5 mi SW Vernal Falls, Yosemite National Park","30 May 1953","37.724956","-119.548192","198"
"http://mvz.berkeley.edu/mvzdata_terms; https://creativecommons.org/licenses/by/3.0","MVZ:Herp:62496","Hydromantes platycephalus","United States","California","Lodge Trail, 0.25 mi NW Lodge at Glacier Point, Yosemite National Park","3 Jun 1951","37.729338","-119.575552","305"
"http://mvz.berkeley.edu/mvzdata_terms; https://creativecommons.org/licenses/by/3.0","MVZ:Herp:62497","Hydromantes platycephalus","United States","California","100 yds S Brink Vernal Falls, Yosemite National Park","5 Jun 1951","37.726924","-119.543174","244"
"http://mvz.berkeley.edu/mvzdata_terms; https://creativecommons.org/licenses/by/3.0","MVZ:Herp:62498","Hydromantes platycephalus","United States","California","100 yds S Brink Vernal Falls, Yosemite National Park","5 Jun 1951","37.726924","-119.543174","244"
"http://mvz.berkeley.edu/mvzdata_terms; https://creativecommons.org/licenses/by/3.0","MVZ:Herp:62501","Hydromantes platycephalus","United States","California","Chipmunk Flat, 3 mi SW Sonora Pass","23 Jul 1952","38.317951","-119.666351","30"
"http://mvz.berkeley.edu/mvzdata_terms; https://creativecommons.org/licenses/by/3.0","MVZ:Herp:62502","Hydromantes platycephalus","United States","California","top of Half Dome, Yosemite National Park","4 Jun 1951","37.746054","-119.532202","244"
"http://mvz.berkeley.edu/mvzdata_terms; https://creativecommons.org/licenses/by/3.0","MVZ:Herp:62503","Hydromantes platycephalus","United States","California","top of Half Dome, Yosemite National Park","4 Jun 1951","37.746054","-119.532202","244"
"http://mvz.berkeley.edu/mvzdata_terms; https://creativecommons.org/licenses/by/3.0","MVZ:Herp:62504","Hydromantes platycephalus","United States","California","100 yds S Brink Vernal Falls, Yosemite National Park","5 Jun 1951","37.726924","-119.543174","244"
"http://mvz.berkeley.edu/mvzdata_terms; https://creativecommons.org/licenses/by/3.0","MVZ:Herp:64302","Hydromantes platycephalus","United States","California","1.5 mi SW Sonora Pass","24 Jul 1952","38.333286","-119.653187","30"
"http://mvz.berkeley.edu/mvzdata_terms; https://creativecommons.org/licenses/by/3.0","MVZ:Herp:64303","Hydromantes platycephalus","United States","California","1.5 mi SW Sonora Pass","24 Jul 1952","38.333286","-119.653187","30"
"http://mvz.berkeley.edu/mvzdata_terms; https://creativecommons.org/licenses/by/3.0","MVZ:Herp:64304","Hydromantes platycephalus","United States","California","1.5 mi SW Sonora Pass","24 Jul 1952","38.333286","-119.653187","30"
"http://mvz.berkeley.edu/mvzdata_terms; https://creativecommons.org/licenses/by/3.0","MVZ:Herp:64305","Hydromantes platycephalus","United States","California","1.5 mi SW Sonora Pass","24 Jul 1952","38.333286","-119.653187","30"
"http://mvz.berkeley.edu/mvzdata_terms; https://creativecommons.org/licenses/by/3.0","MVZ:Herp:64306","Hydromantes platycephalus","United States","California","1.5 mi SW Sonora Pass","24 Jul 1952","38.333286","-119.653187","30"
"http://mvz.berkeley.edu/mvzdata_terms; https://creativecommons.org/licenses/by/3.0","MVZ:Herp:64307","Hydromantes platycephalus","United States","California","1.7 mi SW Sonora Pass","24 Jul 1952","38.330937","-119.654756","30"
"http://mvz.berkeley.edu/mvzdata_terms; https://creativecommons.org/licenses/by/3.0","MVZ:Herp:64308","Hydromantes platycephalus","United States","California","1.7 mi SW Sonora Pass","24 Jul 1952","38.330937","-119.654756","30"
"http://mvz.berkeley.edu/mvzdata_terms; https://creativecommons.org/licenses/by/3.0","MVZ:Herp:64309","Hydromantes platycephalus","United States","California","1.7 mi SW Sonora Pass","24 Jul 1952","38.330937","-119.654756","30"
"http://mvz.berkeley.edu/mvzdata_terms; https://creativecommons.org/licenses/by/3.0","MVZ:Herp:64310","Hydromantes platycephalus","United States","California","1.7 mi SW Sonora Pass","24 Jul 1952","38.330937","-119.654756","30"
"http://mvz.berkeley.edu/mvzdata_terms; https://creativecommons.org/licenses/by/3.0","MVZ:Herp:64311","Hydromantes platycephalus","United States","California","1.7 mi SW Sonora Pass","24 Jul 1952","38.330937","-119.654756","30"
"http://mvz.berkeley.edu/mvzdata_terms; https://creativecommons.org/licenses/by/3.0","MVZ:Herp:64312","Hydromantes platycephalus","United States","California","1.7 mi SW Sonora Pass","24 Jul 1952","38.330937","-119.654756","30"
"http://mvz.berkeley.edu/mvzdata_terms; https://creativecommons.org/licenses/by/3.0","MVZ:Herp:64313","Hydromantes platycephalus","United States","California","1.7 mi SW Sonora Pass","24 Jul 1952","38.330937","-119.654756","30"
"http://mvz.berkeley.edu/mvzdata_terms; https://creativecommons.org/licenses/by/3.0","MVZ:Herp:64314","Hydromantes platycephalus","United States","California","1.7 mi SW Sonora Pass","24 Jul 1952","38.330937","-119.654756","30"
"http://mvz.berkeley.edu/mvzdata_terms; https://creativecommons.org/licenses/by/3.0","MVZ:Herp:64315","Hydromantes platycephalus","United States","California","1.7 mi SW Sonora Pass","24 Jul 1952","38.330937","-119.654756","30"
"http://mvz.berkeley.edu/mvzdata_terms; https://creativecommons.org/licenses/by/3.0","MVZ:Herp:64316","Hydromantes platycephalus","United States","California","1.7 mi SW Sonora Pass","24 Jul 1952","38.330937","-119.654756","30"
"http://mvz.berkeley.edu/mvzdata_terms; https://creativecommons.org/licenses/by/3.0","MVZ:Herp:64317","Hydromantes platycephalus","United States","California","1.9 mi SW Sonora Pass","24 Jul 1952","38.328589","-119.656674","30"
"http://mvz.berkeley.edu/mvzdata_terms; https://creativecommons.org/licenses/by/3.0","MVZ:Herp:64318","Hydromantes platycephalus","United States","California","1.9 mi SW Sonora Pass","24 Jul 1952","38.328589","-119.656674","30"
"http://mvz.berkeley.edu/mvzdata_terms; https://creativecommons.org/licenses/by/3.0","MVZ:Herp:64319","Hydromantes platycephalus","United States","California","1.9 mi SW Sonora Pass","24 Jul 1952","38.328589","-119.656674","30"
"http://mvz.berkeley.edu/mvzdata_terms; https://creativecommons.org/licenses/by/3.0","MVZ:Herp:64320","Hydromantes platycephalus","United States","California","1.9 mi SW Sonora Pass","24 Jul 1952","38.328589","-119.656674","30"
"http://mvz.berkeley.edu/mvzdata_terms; https://creativecommons.org/licenses/by/3.0","MVZ:Herp:64321","Hydromantes platycephalus","United States","California","2.5 mi SW Sonora Pass","20 Jul 1951","38.321405","-119.661642","30"
"http://mvz.berkeley.edu/mvzdata_terms; https://creativecommons.org/licenses/by/3.0","MVZ:Herp:64322","Hydromantes platycephalus","United States","California","2.5 mi SW Sonora Pass","20 Jul 1951","38.321405","-119.661642","30"
"http://mvz.berkeley.edu/mvzdata_terms; https://creativecommons.org/licenses/by/3.0","MVZ:Herp:64323","Hydromantes platycephalus","United States","California","2.5 mi SW Sonora Pass","20 Jul 1951","38.321405","-119.661642","30"
"http://mvz.berkeley.edu/mvzdata_terms; https://creativecommons.org/licenses/by/3.0","MVZ:Herp:64324","Hydromantes platycephalus","United States","California","head Lyell Canon, Yosemite National Park","2 Sep 1951","37.764733","-119.250537","30"
"http://mvz.berkeley.edu/mvzdata_terms; https://creativecommons.org/licenses/by/3.0","MVZ:Herp:64325","Hydromantes platycephalus","United States","California","head Lyell Canon, Yosemite National Park","2 Sep 1951","37.764733","-119.250537","30"
"http://mvz.berkeley.edu/mvzdata_terms; https://creativecommons.org/licenses/by/3.0","MVZ:Herp:64326","Hydromantes platycephalus","United States","California","head Lyell Canon, Yosemite National Park","2 Sep 1951","37.764733","-119.250537","30"
"http://mvz.berkeley.edu/mvzdata_terms; https://creativecommons.org/licenses/by/3.0","MVZ:Herp:64327","Hydromantes platycephalus","United States","California","head Lyell Canon, Yosemite National Park","2 Sep 1951","37.764733","-119.250537","30"
"http://mvz.berkeley.edu/mvzdata_terms; https://creativecommons.org/licenses/by/3.0","MVZ:Herp:64328","Hydromantes platycephalus","United States","California","Chipmonk Flat, Sonora Pass","5 Aug 1951","38.329005","-119.636433","30"
"http://mvz.berkeley.edu/mvzdata_terms; https://creativecommons.org/licenses/by/3.0","MVZ:Herp:64329","Hydromantes platycephalus","United States","California","Chipmonk Flat, Sonora Pass","5 Aug 1951","38.329005","-119.636433","30"
"http://mvz.berkeley.edu/mvzdata_terms; https://creativecommons.org/licenses/by/3.0","MVZ:Herp:64330","Hydromantes platycephalus","United States","California","Chipmonk Flat, Sonora Pass","5 Aug 1951","38.329005","-119.636433","30"
"http://mvz.berkeley.edu/mvzdata_terms; https://creativecommons.org/licenses/by/3.0","MVZ:Herp:64331","Hydromantes platycephalus","United States","California","Chipmonk Flat, Sonora Pass","5 Aug 1951","38.329005","-119.636433","30"
"http://mvz.berkeley.edu/mvzdata_terms; https://creativecommons.org/licenses/by/3.0","MVZ:Herp:64332","Hydromantes platycephalus","United States","California","Chipmunk Flat, 2.6 mi SW Sonora Pass","23 Jul 1952","38.319989","-119.662209","30"
"http://mvz.berkeley.edu/mvzdata_terms; https://creativecommons.org/licenses/by/3.0","MVZ:Herp:64333","Hydromantes platycephalus","United States","California","Chipmunk Flat, 2.6 mi SW Sonora Pass","23 Jul 1952","38.319989","-119.662209","30"
"http://mvz.berkeley.edu/mvzdata_terms; https://creativecommons.org/licenses/by/3.0","MVZ:Herp:64334","Hydromantes platycephalus","United States","California","Chipmunk Flat, 2.75 mi SW Sonora Pass","23 Jul 1952","38.317571","-119.666132","30"
"http://mvz.berkeley.edu/mvzdata_terms; https://creativecommons.org/licenses/by/3.0","MVZ:Herp:64335","Hydromantes platycephalus","United States","California","Chipmunk Flat, 2.75 mi SW Sonora Pass","23 Jul 1952","38.317571","-119.666132","30"
"http://mvz.berkeley.edu/mvzdata_terms; https://creativecommons.org/licenses/by/3.0","MVZ:Herp:64336","Hydromantes platycephalus","United States","California","Chipmunk Flat, 3 mi SW Sonora Pass","23 Jul 1952","38.317951","-119.666351","30"
"http://mvz.berkeley.edu/mvzdata_terms; https://creativecommons.org/licenses/by/3.0","MVZ:Herp:64337","Hydromantes platycephalus","United States","California","Chipmunk Flat, 2.75 mi SW Sonora Pass","23 Jul 1952","38.318228","-119.663472","30"
"http://mvz.berkeley.edu/mvzdata_terms; https://creativecommons.org/licenses/by/3.0","MVZ:Herp:64338","Hydromantes platycephalus","United States","California","Chipmunk Flat, 2.75 mi SW Sonora Pass","23 Jul 1952","38.317571","-119.666132","30"
"http://mvz.berkeley.edu/mvzdata_terms; https://creativecommons.org/licenses/by/3.0","MVZ:Herp:64339","Hydromantes platycephalus","United States","California","Chipmunk Flat, 3 mi SW Sonora Pass","23 Jul 1952","38.317951","-119.666351","30"
"http://mvz.berkeley.edu/mvzdata_terms; https://creativecommons.org/licenses/by/3.0","MVZ:Herp:64340","Hydromantes platycephalus","United States","California","Chipmunk Flat, 3 mi SW Sonora Pass","23 Jul 1952","38.31802","-119.667267","30"
"http://mvz.berkeley.edu/mvzdata_terms; https://creativecommons.org/licenses/by/3.0","MVZ:Herp:64341","Hydromantes platycephalus","United States","California","Chipmunk Flat, 3 mi SW Sonora Pass","23 Jul 1952","38.31802","-119.667267","30"
"http://mvz.berkeley.edu/mvzdata_terms; https://creativecommons.org/licenses/by/3.0","MVZ:Herp:64342","Hydromantes platycephalus","United States","California","top of Half Dome, Yosemite National Park","4 Jun 1951","37.746054","-119.532202","244"
"http://mvz.berkeley.edu/mvzdata_terms; https://creativecommons.org/licenses/by/3.0","MVZ:Herp:64343","Hydromantes platycephalus","United States","California","top of Half Dome, Yosemite National Park","4 Jun 1951","37.746054","-119.532202","244"
"http://mvz.berkeley.edu/mvzdata_terms; https://creativecommons.org/licenses/by/3.0","MVZ:Herp:64344","Hydromantes platycephalus","United States","California","top of Half Dome, Yosemite National Park","4 Jun 1951","37.746054","-119.532202","244"
"http://mvz.berkeley.edu/mvzdata_terms; https://creativecommons.org/licenses/by/3.0","MVZ:Herp:64345","Hydromantes platycephalus","United States","California","top of Half Dome, Yosemite National Park","4 Jun 1951","37.746054","-119.532202","244"
"http://mvz.berkeley.edu/mvzdata_terms; https://creativecommons.org/licenses/by/3.0","MVZ:Herp:64346","Hydromantes platycephalus","United States","California","top of Half Dome, Yosemite National Park","4 Jun 1951","37.746054","-119.532202","244"
"http://mvz.berkeley.edu/mvzdata_terms; https://creativecommons.org/licenses/by/3.0","MVZ:Herp:64347","Hydromantes platycephalus","United States","California","top of Half Dome, Yosemite National Park","4 Jun 1951","37.746054","-119.532202","244"
"http://mvz.berkeley.edu/mvzdata_terms; https://creativecommons.org/licenses/by/3.0","MVZ:Herp:64348","Hydromantes platycephalus","United States","California","top of Half Dome, Yosemite National Park","4 Jun 1951","37.746054","-119.532202","244"
"http://mvz.berkeley.edu/mvzdata_terms; https://creativecommons.org/licenses/by/3.0","MVZ:Herp:64349","Hydromantes platycephalus","United States","California","top of Half Dome, Yosemite National Park","4 Jun 1951","37.746054","-119.532202","244"
